x1 x2 x3 x4 x5 y
0.499742 -19.631612 -650.420555 4099.385215 -0.024335 1
0.634157 -79.889906 -176.428862 2617.213382 -0.578431 3
0.180184 -92.112257 -971.940224 2334.378049 -0.754049 3
0.210929 -43.542603 -78.098014 2535.677852 -0.975388 3
0.826943 -68.817221 -218.414103 4469.793269 -0.5077 3
0.937626 -4.810662 -375.361539 4044.794341 -0.979293 1
0.750766 -65.852334 -253.274945 4641.646808 -0.273237 3
0.000905 -86.319594 -990.016103 1766.399297 -0.213315 0
0.705833 -32.371027 -32.059022 2458.868123 -0.468345 3
0.085065 -90.467297 -715.167851 4663.172102 -0.518147 2
0.816887 -45.121607 -6.997401 4895.632507 -0.205099 3
0.630829 -96.472012 -148.767917 4728.925703 -0.072267 3
0.642349 -30.16029 -601.703094 1667.928458 -0.016991 2
0.843655 -44.657195 -866.909917 4318.348981 -0.549138 3
0.80907 -60.778627 -873.732975 4175.169199 -0.593132 3
0.705781 -43.210071 -167.78103 2696.277455 -0.786903 3
0.418777 -92.949816 -303.132948 4419.438194 -0.132317 3
0.033063 -58.856784 -596.086116 54.901861 -0.534416 1
0.593683 -88.162712 -884.172488 3168.252205 -0.662313 3
0.173197 -95.364318 -876.828176 3341.023173 -0.779545 3
0.233007 -62.288131 -378.074681 4965.193606 -0.084572 3
0.661256 -84.23342 -641.116295 2501.421807 -0.384804 3
0.734581 -67.56982 -639.077062 215.692319 -0.392862 3
0.427267 -37.71484 -254.457167 2364.76918 -0.432123 3
0.802442 -73.689992 -718.938408 2495.447461 -0.433491 3
0.069751 -69.823883 -898.746737 4333.684853 -0.29069 1
0.812341 -14.057051 -409.631744 861.527966 -0.571731 1
0.853876 -42.965627 -179.721293 136.712873 -0.034482 3
0.949805 -71.384848 -770.283493 1164.582462 -0.166117 3
0.640499 -88.498857 -67.59316 1770.654113 -0.755254 3
0.178646 -56.510764 -668.84692 3613.683054 -0.723572 2
0.038104 -1.032801 -431.904954 690.803859 -0.812051 0
0.995778 -21.296041 -813.838665 3934.758852 -0.737424 1
0.974232 -57.458106 -197.371712 2966.92723 -0.866008 3
0.92495 -34.694458 -854.381607 129.395338 -0.10943 2
0.374431 -20.909578 -304.423576 1245.95965 -0.243355 2
0.554084 -53.676719 -727.180064 2358.703653 -0.110225 3
0.40182 -66.278901 -945.02261 2130.286764 -0.466906 3
0.116418 -83.544261 -569.922813 2045.90453 -0.349009 2
0.319224 -65.200557 -186.172526 1192.003141 -0.009901 3
0.248662 -59.405161 -307.70243 573.205567 -0.859271 3
0.321445 -35.520926 -110.316466 1304.224546 -0.751638 3
0.923071 -53.345014 -505.23349 3659.059298 -0.205191 3
0.063041 -73.412109 -22.707051 1684.22163 -0.004162 3
0.957354 -52.086356 -534.809115 2793.819262 -0.434596 3
0.456823 -19.883118 -498.626525 3580.723281 -0.562625 1
0.403046 -30.249343 -865.024702 2108.91533 -0.692328 1
0.727085 -21.381642 -2.49196 3515.792546 -0.752131 3
0.086398 -89.438335 -465.977815 3387.948762 -0.079708 3
0.183077 -75.798388 -691.071753 3271.623906 -0.526966 3
0.102777 -29.452756 -257.556239 2218.133236 -0.988606 1
0.122308 -55.231436 -244.121458 1080.175412 -0.440964 2
0.818585 -90.136854 -694.291794 4219.41872 -0.612774 3
0.651354 -64.961337 -299.017033 2668.268768 -0.379615 3
0.544908 -85.68291 -828.571062 231.356451 -0.058538 3
0.222305 -48.762937 -396.679986 2037.504315 -0.672359 2
0.309732 -22.620636 -733.130432 945.738061 -0.825511 1
0.438597 -89.853392 -48.283738 1304.917536 -0.91528 3
0.091874 -64.631362 -493.802569 1969.314764 -0.922957 2
0.793447 -85.959141 -148.421845 1428.034867 -0.510283 3
0.135318 -93.415497 -544.476274 765.727335 -0.747236 3
0.44921 -78.299517 -919.430476 1597.150853 -0.131895 3
0.067185 -58.56052 -698.379694 2278.72786 -0.027877 1
0.917281 -48.639247 -600.86299 714.28917 -0.630718 3
0.087216 -64.619704 -515.213801 2528.087075 -0.583539 2
0.827897 -25.772345 -792.545237 3491.471585 -0.829364 2
0.888246 -53.63557 -951.690135 541.263979 -0.094532 3
0.04517 -64.212398 -451.538256 4686.794532 -0.012215 2
0.260402 -96.886824 -468.845247 3634.530933 -0.803161 3
0.388189 -65.9859 -794.496891 2941.465322 -0.38663 3
0.555381 -70.261546 -606.534943 2943.592591 -0.307241 3
0.727747 -65.161355 -619.502788 4641.677273 -0.497359 3
0.257927 -83.634922 -914.563114 2567.719439 -0.343449 3
0.768353 -41.26574 -411.57509 4702.439843 -0.8082 3
0.593213 -88.606165 -683.697811 2583.877606 -0.232444 3
0.008417 -75.422947 -112.378669 3640.58012 -0.06142 2
0.731096 -91.906785 -254.129187 2569.141935 -0.424363 3
0.705055 -68.571209 -544.267355 939.487785 -0.761453 3
0.506055 -13.440642 -435.01376 671.363869 -0.163513 1
0.963397 -26.687118 -79.70389 3878.452742 -0.321819 3
0.076473 -97.220601 -123.813473 4503.749004 -0.833667 3
0.848841 -8.953802 -364.770307 1564.487183 -0.301808 1
0.215425 -57.121331 -410.604992 713.789196 -0.885711 3
0.12745 -84.000414 -273.133429 2320.483361 -0.552772 3
0.065453 -66.194285 -871.097392 215.976832 -0.744008 1
0.500992 -11.0361 -652.264861 3032.349576 -0.930697 0
0.090244 -98.565862 -499.059658 1369.02244 -0.92034 3
0.047436 -45.171503 -666.991457 1754.160178 -0.090012 0
0.351736 -34.918349 -994.921615 127.569531 -0.239026 1
0.550088 -17.884957 -554.922819 2834.297204 -0.148653 1
0.868528 -89.46459 -548.413159 1026.55733 -0.882715 3
0.227884 -23.54156 -562.793312 270.328149 -0.129639 1
0.060738 -55.192207 -767.472909 1347.640665 -0.907681 1
0.956635 -11.651131 -679.593559 2530.837477 -0.600541 1
0.426537 -73.111039 -310.367974 133.80107 -0.4577 3
0.572091 -54.243167 -868.153381 2189.668545 -0.724847 3
0.007694 -3.986141 -406.574763 1884.754601 -0.685494 0
0.948315 -46.977637 -896.281738 580.885581 -0.82555 3
0.841326 -37.514468 -732.100699 3642.480197 -0.24931 3
0.18163 -39.17569 -460.088061 675.231895 -0.351591 2
0.655089 -84.245146 -362.600206 3513.006336 -0.419707 3
0.919198 -64.092557 -57.759 1986.581821 -0.261808 3
0.937082 -90.205474 -821.938854 1881.070824 -0.195093 3
0.110939 -76.286657 -759.229558 4985.745089 -0.593482 2
0.254013 -4.674722 -741.82012 1889.715285 -0.456527 0
0.705796 -21.493709 -936.948671 4363.600343 -0.116972 1
0.022007 -3.277733 -556.822476 3902.651077 -0.659269 0
0.812356 -83.898 -89.252612 2150.951401 -0.517617 3
0.785197 -12.196798 -898.210089 1937.407305 -0.369776 0
0.639129 -38.97689 -369.554935 3831.439842 -0.45478 3
0.200263 -30.181541 -543.975177 4677.92535 -0.53623 1
0.798132 -21.567811 -469.778997 1358.967406 -0.904971 2
0.285308 -44.895281 -316.906531 1860.627253 -0.15212 3
0.350204 -48.799258 -890.823823 4945.468949 -0.51892 2
0.675011 -91.317819 -249.609886 4801.115747 -0.192524 3
0.890111 -11.52025 -444.429989 3218.077692 -0.216525 1
0.117594 -30.592534 -650.131094 2861.668287 -0.483927 1
0.985485 -92.061849 -908.363421 3415.888608 -0.09088 3
0.126885 -31.208484 -144.37507 888.813589 -0.36 2
0.331072 -97.165338 -885.914735 3260.05457 -0.634552 3
0.858105 -98.906528 -726.740325 4482.869121 -0.382683 3
0.483344 -6.276412 -468.916466 1289.554799 -0.662085 0
0.099384 -80.65734 -229.91879 2835.352161 -0.591231 3
0.654538 -48.818286 -815.333898 4198.185197 -0.707803 3
0.935516 -31.330959 -36.167254 4679.950835 -0.870882 3
0.899207 -14.161281 -847.957354 1808.072243 -0.281937 0
0.361397 -12.912876 -302.081822 3463.549796 -0.450631 1
0.170973 -58.155768 -936.108321 1921.876939 -0.351331 1
0.573129 -77.387299 -135.386188 4366.716264 -0.879552 3
0.464872 -7.885523 -143.388121 2982.123195 -0.586104 1
0.429436 -98.283662 -682.575932 3908.858421 -0.605478 3
0.933965 -14.424116 -943.916761 3186.953262 -0.367469 0
0.597897 -72.497217 -230.136883 3640.243743 -0.235894 3
0.610851 -43.375447 -412.223444 1465.720881 -0.418771 3
0.402015 -54.954838 -729.201188 1999.233358 -0.853053 3
0.233681 -53.831273 -588.412576 138.702362 -0.68168 2
0.299256 -87.91037 -326.509514 2438.587895 -0.654463 3
0.608444 -41.359632 -523.957621 2466.016428 -0.120173 3
0.327818 -37.138941 -419.984056 1091.879821 -0.201502 2
0.033612 -12.611789 -638.130408 2207.196277 -0.859674 0
0.32499 -96.554207 -236.592914 2644.041562 -0.878651 3
0.23956 -25.884598 -438.461174 4085.338512 -0.587187 1
0.100519 -45.760438 -109.452442 2318.781463 -0.925421 2
0.246467 -47.983636 -392.676341 4648.467613 -0.320141 2
0.585028 -9.079135 -425.506403 478.838853 -0.795046 1
0.683308 -10.34155 -441.419854 2776.062374 -0.969387 1
0.047442 -32.878163 -800.282942 4760.941188 -0.48978 0
0.189839 -73.577771 -970.318759 1576.359234 -0.85347 2
0.798577 -78.938417 -294.022228 2977.398405 -0.036794 3
0.049395 -19.808724 -635.85072 4175.075788 -0.961913 0
0.34137 -10.842003 -195.135937 4296.09363 -0.110295 1
0.622131 -75.278077 -626.297865 4016.500783 -0.106964 3
0.087278 -24.921645 -348.849501 1218.950376 -0.541578 1
0.083116 -15.641705 -47.475187 4767.33163 -0.88072 2
0.999853 -0.130435 -759.885572 4038.137827 -0.879309 0
0.206265 -35.307256 -644.545467 3687.150435 -0.971544 1
0.402669 -9.414151 -148.307478 3112.642703 -0.167593 1
0.690628 -82.639846 -359.39785 242.044493 -0.549502 3
0.281831 -39.187666 -613.121789 2055.416098 -0.84637 2
0.030546 -22.673935 -416.465691 4055.802212 -0.69754 0
0.082722 -65.990365 -574.528002 3479.448757 -0.290092 2
0.025435 -5.923744 -355.047697 2557.7744 -0.100438 0
0.778379 -94.582892 -111.859119 2916.417927 -0.63691 3
0.987209 -18.842127 -636.46913 394.525972 -0.086397 1
0.422427 -2.26021 -711.840823 3449.161786 -0.139152 0
0.682684 -29.998471 -277.955567 1894.978137 -0.596514 3
0.618733 -73.152324 -256.237843 1296.412743 -0.757919 3
0.763584 -61.288059 -807.499357 2352.956699 -0.313978 3
0.103525 -35.128546 -779.237037 1126.220727 -0.271052 0
0.470637 -40.782809 -895.238351 1011.584941 -0.453053 2
0.171226 -11.675918 -94.02448 2410.160577 -0.280532 2
0.357638 -54.719872 -947.556899 4476.526278 -0.920659 2
0.169697 -4.279456 -457.195014 498.036885 -0.128411 0
0.269719 -85.462288 -978.89352 3316.733415 -0.498536 3
0.006018 -83.193134 -267.557532 1139.345767 -0.329307 1
0.57667 -67.240907 -94.885244 3102.498418 -0.558307 3
0.069723 -45.277362 -34.656087 783.64107 -0.683567 3
0.149011 -99.901869 -593.485872 4823.902291 -0.563444 3
0.340526 -11.542054 -36.703555 1058.847896 -0.994099 2
0.376515 -93.682775 -304.848622 4393.200068 -0.936718 3
0.596335 -50.102339 -767.771462 3761.895977 -0.689487 3
0.845744 -51.764506 -197.08437 1497.452648 -0.249074 3
0.651135 -47.886502 -138.108247 77.892301 -0.769143 3
0.444707 -69.485107 -920.393606 4914.349327 -0.938676 3
0.767652 -30.782488 -499.733019 1936.023966 -0.011054 3
0.326525 -3.288365 -695.693022 3618.36211 -0.148227 0
0.97562 -87.108231 -222.062242 347.414432 -0.895557 3
0.578185 -27.994341 -228.216191 1477.731996 -0.905583 3
0.022667 -79.528205 -130.373533 1137.329826 -0.694427 2
0.871388 -9.254205 -384.572625 1896.286136 -0.42075 1
0.758917 -85.531333 -43.431286 1866.065758 -0.079017 3
0.740477 -7.26771 -912.092821 224.554842 -0.381093 0
0.031666 -76.183884 -976.034737 2287.805856 -0.495123 0
0.140455 -18.974431 -905.510065 4100.519616 -0.058682 0
0.261662 -77.096039 -595.373566 1563.806026 -0.821939 3
0.164265 -75.330318 -56.395881 4225.538629 -0.619845 3
0.83724 -10.011728 -836.823573 574.293746 -0.124281 0
0.532743 -89.793151 -442.885046 2899.277004 -0.963647 3
0.444608 -61.50905 -462.759366 1074.074247 -0.630645 3
0.354534 -68.51243 -815.02101 1814.025329 -0.162625 3
0.555965 -40.20023 -715.211148 1535.00794 -0.82232 2
0.172295 -28.05001 -291.517716 314.864525 -0.230514 1
0.61441 -51.23027 -863.032472 3395.517039 -0.240761 3
0.825051 -9.839975 -745.158225 1410.072903 -0.152767 0
0.556759 -5.674333 -211.002216 329.085212 -0.735663 1
0.652421 -7.188016 -882.295251 1942.839838 -0.977925 0
0.031017 -72.758181 -232.087748 2421.561154 -0.441079 2
0.489434 -30.525021 -712.524649 3364.349846 -0.976463 1
0.813048 -85.596944 -317.67357 823.163695 -0.945958 3
0.623939 -80.861447 -408.406308 563.470114 -0.052033 3
0.141016 -97.279257 -458.910251 1230.700682 -0.989122 3
0.92965 -85.14884 -662.7636 3590.19807 -0.798407 3
0.328855 -11.311836 -579.198496 4484.668434 -0.587745 0
0.808548 -9.995026 -412.149096 4786.955169 -0.426019 1
0.541871 -34.666934 -32.170911 4019.065905 -0.276088 3
0.158376 -16.004265 -583.610599 4714.976671 -0.522498 0
0.130121 -21.99353 -36.305049 3191.343327 -0.289377 2
0.946003 -65.104505 -26.027057 801.949997 -0.46855 3
0.003171 -64.967988 -552.479469 354.769743 -0.854948 0
0.309298 -91.706987 -38.336232 4878.717541 -0.856713 3
0.582922 -31.28729 -506.060305 409.105163 -0.454828 2
0.870089 -51.425683 -545.648858 484.296159 -0.533614 3
0.194524 -78.900687 -462.724688 339.779632 -0.165423 3
0.25661 -25.787879 -146.983645 1951.342854 -0.490755 2
0.357952 -34.268589 -827.884545 1615.138037 -0.538028 1
0.440274 -33.111668 -914.251523 2105.312403 -0.034142 1
0.385487 -60.707543 -255.986797 4566.273737 -0.08132 3
0.105762 -85.730046 -12.145476 3339.188353 -0.1757 3
0.55792 -29.103015 -572.010939 3297.924304 -0.976741 2
0.780945 -64.499908 -940.114029 657.352548 -0.15261 3
0.357537 -63.127821 -528.397809 4081.229049 -0.341914 3
0.37903 -2.528047 -833.430211 83.892475 -0.29459 0
0.508087 -77.810081 -356.05022 2762.58699 -0.140371 3
0.352098 -87.715807 -906.951848 2944.144026 -0.519586 3
0.87878 -9.90072 -580.774851 1917.01931 -0.086507 1
0.966997 -60.656542 -559.586274 1498.293476 -0.259977 3
0.103742 -51.686955 -588.220244 3896.303895 -0.108655 1
0.568159 -22.656159 -468.383411 548.975303 -0.696999 2
0.182493 -83.659425 -673.156241 555.929371 -0.925156 3
0.276707 -91.290912 -487.444784 1275.198943 -0.959132 3
0.097724 -57.947356 -549.998686 3866.871658 -0.738142 1
0.596003 -34.207643 -14.896206 3191.761189 -0.898236 3
0.738808 -86.776697 -225.985434 3092.689202 -0.416628 3
0.206792 -95.851091 -78.636632 3063.070658 -0.148821 3
0.989441 -31.052178 -232.061686 406.880739 -0.333247 3
0.415544 -5.0552 -382.462276 1140.584254 -0.185449 0
0.265246 -45.232001 -886.925272 4537.465997 -0.296703 1
0.849251 -75.612933 -275.044343 4208.505986 -0.886137 3
0.90029 -42.796872 -536.645281 3812.809449 -0.707543 3
0.815812 -36.27392 -235.728411 1098.344273 -0.069019 3
0.027942 -37.429343 -826.549956 1732.598596 -0.260535 0
0.974056 -8.533854 -468.214947 878.354764 -0.856888 1
0.305129 -37.466559 -453.179463 1057.038217 -0.970921 2
0.215219 -1.927963 -510.266164 1296.465944 -0.680536 0
0.143806 -94.602747 -964.807629 4724.952866 -0.595333 2
0.956285 -48.415074 -648.48467 2861.897087 -0.2572 3
0.025326 -93.940848 -556.323794 4877.093427 -0.475324 1
0.601251 -57.684139 -784.526343 1650.459671 -0.230353 3
0.779576 -61.303225 -519.534782 4263.200902 -0.992142 3
0.602689 -99.316393 -288.587904 3839.187747 -0.751441 3
0.351555 -16.871307 -186.53566 4609.060433 -0.25014 2
0.023752 -0.756958 -901.958244 3498.263298 -0.798047 0
0.957343 -4.348772 -770.418035 1341.110376 -0.603526 0
0.306227 -79.765818 -329.675368 2343.500368 -0.214219 3
0.390797 -10.665924 -225.84682 4270.189017 -0.93593 1
0.231648 -8.645771 -377.871894 3765.540266 -0.343763 0
0.342762 -21.056089 -207.779381 2120.580555 -0.297079 2
0.043242 -39.733023 -443.545652 1610.848976 -0.270355 1
0.757493 -22.235335 -241.68271 4853.240498 -0.418192 2
0.097613 -86.542777 -313.531106 112.331917 -0.77596 3
0.688401 -69.399624 -506.780842 4240.179335 -0.498393 3
0.731752 -83.981763 -498.844512 1752.586259 -0.197877 3
0.704885 -47.75548 -480.96243 2266.313732 -0.361192 3
0.697694 -18.962785 -712.290104 3771.824783 -0.755089 1
0.677722 -94.266219 -408.675933 4881.548747 -0.909293 3
0.371063 -57.113174 -582.661651 1196.462122 -0.461266 3
0.95458 -76.954819 -718.695681 4442.809132 -0.232533 3
0.617829 -38.48758 -635.970509 2383.852608 -0.737308 3
0.392934 -49.58018 -802.763241 701.982341 -0.507863 2
0.397131 -98.580511 -476.634066 4701.754224 -0.312769 3
0.342466 -3.180019 -967.30577 4520.211348 -0.08126 0
0.323391 -81.351368 -806.65651 1287.486954 -0.599854 3
0.106825 -9.756396 -11.80109 4257.187898 -0.310052 2
0.383115 -88.960149 -936.643958 3734.334485 -0.874884 3
0.870878 -43.648709 -756.266754 464.868337 -0.605189 3
0.87967 -34.026237 -65.179486 3592.782066 -0.797177 3
0.066007 -85.044767 -879.384724 1492.726078 -0.446265 1
0.179259 -82.61304 -330.920119 4271.951881 -0.237069 3
0.01389 -90.675896 -279.796477 616.188931 -0.71237 1
0.941431 -8.648259 -718.231102 382.222472 -0.871038 0
0.503434 -61.869806 -361.776979 1656.316986 -0.795345 3
0.357301 -95.374585 -604.618525 2608.094412 -0.800832 3
0.563764 -48.695041 -99.887698 2259.783053 -0.590106 3
0.003463 -92.122732 -217.842448 4289.273658 -0.790534 1
0.170972 -43.122085 -362.386159 4650.960949 -0.544095 2
0.452494 -52.967218 -950.478932 389.207935 -0.973007 2
0.735181 -77.011036 -144.679131 3525.795541 -0.626553 3
0.367108 -11.715583 -38.458086 4198.546643 -0.146363 2
0.787261 -75.255724 -388.480948 4480.890501 -0.813343 3
0.609122 -45.21126 -821.037185 4276.153691 -0.15365 3
0.430262 -3.420545 -347.375206 2174.645891 -0.775564 0
0.78568 -53.03511 -454.943205 4305.720867 -0.129277 3
0.066248 -9.000762 -848.972582 2298.008184 -0.546503 0
0.124588 -10.405504 -445.191344 2987.381907 -0.372051 0
0.243421 -38.427376 -4.378004 2772.271973 -0.449239 3
0.074313 -44.716184 -940.569556 3934.752458 -0.715916 0
0.377685 -61.326656 -871.810223 1241.548054 -0.26928 3
0.818726 -51.63902 -151.933488 3874.758102 -0.311714 3
0.246855 -24.699476 -686.690093 2015.153731 -0.235018 1
0.852243 -93.502829 -226.646129 3992.725078 -0.989473 3
0.903307 -66.956596 -531.34283 3571.433409 -0.742485 3
0.352008 -48.018524 -951.068167 2278.021652 -0.301687 2
0.28699 -83.475123 -140.827437 988.681905 -0.943711 3
0.794642 -97.586139 -346.183314 1521.773953 -0.162289 3
0.814169 -68.16175 -800.547572 4794.215253 -0.959731 3
0.973295 -6.801012 -197.018936 4883.788498 -0.585659 1
0.928172 -44.205758 -214.87859 3911.440249 -0.307302 3
0.316155 -85.52692 -179.6188 587.690814 -0.910469 3
0.699443 -15.962514 -997.081555 3826.263265 -0.215672 0
0.826896 -70.101702 -802.335774 1395.971281 -0.134594 3
0.871567 -33.770851 -676.026353 206.727266 -0.80278 3
0.713765 -83.19648 -93.832872 1984.739223 -0.231053 3
0.52624 -59.554956 -506.644526 1856.319404 -0.863469 3
0.062479 -86.89002 -852.880581 767.41746 -0.304323 1
0.5667 -35.314939 -52.857968 4012.704821 -0.682164 3
0.681158 -65.157181 -810.840037 4637.515234 -0.504008 3
0.379236 -87.406517 -380.407965 3526.204987 -0.244708 3
0.642782 -13.391967 -135.251553 4816.268715 -0.917949 2
0.220465 -78.594547 -462.413383 3771.761337 -0.947448 3
0.152083 -57.187931 -774.409827 2429.620619 -0.583212 1
0.716705 -59.672371 -815.069622 4838.678864 -0.40483 3
0.279222 -32.482453 -16.018606 308.503553 -0.203216 3
0.707907 -33.385955 -318.369744 3103.736292 -0.22867 3
0.423582 -58.674864 -203.951585 244.701228 -0.384098 3
0.146743 -9.267726 -157.985819 698.617243 -0.44721 1
0.828851 -26.02482 -580.849506 398.173014 -0.715865 2
0.428842 -44.594865 -847.972725 4370.196371 -0.323568 2
0.774271 -8.706542 -949.853397 3137.306277 -0.638157 0
0.331307 -43.782407 -119.893546 3807.170455 -0.211255 3
0.900064 -75.642861 -649.999896 2309.806123 -0.051993 3
0.319706 -45.840418 -715.24505 2257.195422 -0.16724 2
0.267837 -32.794827 -665.775259 75.951486 -0.506945 1
0.466017 -93.461112 -103.309731 3225.657881 -0.588378 3
0.989864 -81.361284 -750.63685 2938.522888 -0.185763 3
0.186202 -40.262892 -519.340617 2547.671694 -0.467497 1
0.72126 -84.294499 -333.98783 6.229802 -0.01959 3
0.346087 -7.253142 -121.147499 1860.007044 -0.19364 1
0.65146 -42.31659 -914.776876 4137.962092 -0.05788 3
0.449982 -2.903217 -571.224755 3981.897204 -0.94604 0
0.22697 -84.019542 -40.06895 3250.243759 -0.252916 3
0.23406 -68.31709 -488.866364 2954.828658 -0.44141 3
0.227683 -93.984087 -649.177977 1475.101015 -0.438248 3
0.473277 -83.84542 -84.513698 4862.073154 -0.513126 3
0.876508 -45.565491 -905.256976 364.761637 -0.722254 3
0.539003 -57.114797 -239.693615 3249.641899 -0.600374 3
0.079148 -94.934537 -356.594986 2860.900481 -0.677055 3
0.043122 -38.784451 -634.887047 2824.252688 -0.652349 0
0.735975 -39.528896 -555.507622 193.6368 -0.607102 3
0.026371 -9.601773 -694.193438 4029.347893 -0.859125 0
0.954594 -78.143143 -417.951827 4516.660367 -0.554388 3
0.189208 -2.790441 -734.988525 2212.723558 -0.08304 0
0.086306 -10.322522 -243.911897 3395.111867 -0.213447 1
0.662374 -97.032525 -499.359354 3215.688109 -0.196344 3
0.882919 -82.537332 -954.79453 1594.883124 -0.10245 3
0.605669 -25.86538 -620.016932 3771.678302 -0.904034 2
0.283611 -35.432159 -730.344271 3090.749216 -0.601799 1
0.565636 -68.022394 -601.297913 329.704357 -0.319655 3
0.822883 -95.348645 -411.212717 4830.853705 -0.87494 3
0.584724 -64.057195 -696.178871 3103.746848 -0.569709 3
0.925773 -70.41268 -581.531398 3885.861237 -0.975672 3
0.042464 -6.933974 -5.572407 1227.414888 -0.613776 2
0.470727 -38.007221 -37.602484 1931.211719 -0.049656 3
0.491281 -77.730958 -44.859394 2982.397565 -0.448395 3
0.514104 -49.823417 -217.542578 2317.608021 -0.992204 3
0.729419 -59.647033 -461.347286 3604.261855 -0.986243 3
0.515023 -36.440008 -145.850782 2643.030681 -0.646563 3
0.565607 -77.637672 -309.124495 2748.804911 -0.935044 3
0.260635 -35.13779 -14.268928 1357.733391 -0.600752 3
0.722695 -33.393169 -666.462808 3542.022497 -0.632428 2
0.242329 -61.601082 -82.656028 4176.063519 -0.997541 3
0.50097 -95.335067 -122.08817 2532.853145 -0.148274 3
0.805019 -7.023914 -983.642184 2208.234471 -0.193949 0
0.65844 -30.675461 -803.033063 1270.999501 -0.721186 2
0.139663 -91.92896 -171.002565 1321.226252 -0.449653 3
0.329605 -15.901171 -347.435652 3983.580641 -0.12442 1
0.860765 -47.208675 -803.699919 685.085039 -0.273898 3
0.759067 -68.45787 -750.521916 2842.502515 -0.527718 3
0.702364 -95.740789 -706.411828 2628.566034 -0.808758 3
0.173898 -94.760421 -338.954345 4184.214237 -0.103543 3
0.43517 -63.309689 -409.026112 4598.390072 -0.085164 3
0.913157 -48.807884 -566.854077 293.519408 -0.138111 3
0.454104 -40.700182 -20.751632 4733.957986 -0.084652 3
0.144633 -70.234437 -326.322033 2353.660352 -0.7395 3
0.811557 -24.26371 -629.571352 219.058853 -0.960501 2
0.219674 -76.169712 -163.295091 1430.147497 -0.406456 3
0.655327 -18.135705 -702.735329 4787.938598 -0.770953 1
0.974324 -89.644856 -208.525214 4203.241361 -0.49115 3
0.189187 -63.771696 -640.82201 1065.418521 -0.978923 2
0.826432 -73.721663 -833.249856 2007.781268 -0.593171 3
0.294222 -5.975389 -90.380909 95.689281 -0.054869 1
0.596778 -83.240159 -37.752713 4305.130167 -0.493963 3
0.865189 -75.122572 -990.601223 4453.723257 -0.255555 3
0.827048 -44.148006 -239.844304 2207.709468 -0.328823 3
0.593618 -42.819389 -974.215054 899.578806 -0.542013 2
0.880714 -56.121801 -350.171249 1418.406885 -0.260361 3
0.614392 -92.324239 -78.269569 2906.203063 -0.596927 3
